CEST;"Descricao";Inicio;Fim
0201600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0201700;"Vermute e similares";2018-01-01;2023-08-31
0201700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0201800;"Vodka";2018-01-01;2023-08-31
0201800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0201900;"Derivados de vodka";2018-01-01;2023-08-31
0201900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0202000;"Arak";2018-01-01;2023-08-31
0202000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0202100;"Aguardente vínica / grappa";2018-01-01;2023-08-31
0202100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0202200;"Sidra e similares";2018-01-01;2023-08-31
0202200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0202300;"Sangrias e coquetéis";2018-01-01;2023-08-31
0202300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0202400;"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool mostos de uvas";2018-01-01;2023-08-31
0202400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0299900;"Outras bebidas alcoólicas não especificadas nos itens anteriores";2018-01-01;2023-08-31
0299900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300100;"Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro, retornável ou não, com capacidade de até 500 ml";2018-01-01;2021-05-31
0300200;"Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml";2018-01-01;2018-03-31
0300200;"Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml; exceto as classificadas no CEST 03.024.00 e 03.025.00";2018-04-01;2021-05-31
0300300;"Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml";2018-01-01;2021-05-31
0300300;"Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro descartável";2021-06-01;2023-08-31
0300300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300301;"Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em embalagem de vidro descartável";2021-06-01;2023-08-31
0300301;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300400;"Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml";2018-01-01;2021-05-31
0300500;"Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml";2018-01-01;2021-05-31
0300500;"Água mineral, gasosa ou não, ou potável, naturais, em copo plástico descartável";2021-06-01;2023-08-31
0300500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300501;"Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em copo plástico descartável";2021-06-01;2023-08-31
0300501;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300502;"Água mineral, gasosa ou não, ou potável, naturais, em jarra descartável";2021-06-01;2023-08-31
0300502;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300503;"Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em jarra descartável";2021-06-01;2023-08-31
0300503;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300504;"Água mineral, gasosa ou não, ou potável, naturais, em demais embalagens descartáveis";2021-06-01;2023-08-31
0300504;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300505;"Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em demais embalagens descartáveis";2021-06-01;2023-08-31
0300505;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300600;"Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas";2018-01-01;2018-03-31
0300600;"Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas; exceto as classificadas no CEST 03.024.00 e 03.025.00";2018-04-01;2021-05-31
0300600;"Outras águas minerais, gasosa ou não, ou potável, naturais; exceto as classificadas no CEST 03.003.00, 03.003.01, 03.005.00, 03.005.01 a 03.005.05, 03.024.00 e 03.025.00";2021-06-01;2023-08-31
0300600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300700;"Águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente, exceto os refrescos e refrigerantes";2018-01-01;2021-05-31
0300700;"Água aromatizada artificialmente, exceto os refrescos e refrigerantes";2021-06-01;2023-08-31
0300700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0300800;"Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente";2018-01-01;2021-05-31
0300800;"Outras águas minerais, gasosa ou não, ou potável, naturais, inclusive gaseificadas ou aromatizadas artificialmente, exceto os refrescos e refrigerantes";2021-06-01;2023-08-31
0300800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301000;"Refrigerantes em garrafa com capacidade igual ou superior a 600 ml, exceto os classificados no CEST 03.011.01";2018-01-01;2021-05-31
0301000;"Refrigerante em vidro descartável";2021-06-01;2023-08-31
0301000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301001;"Refrigerante em embalagem pet";2021-06-01;2023-08-31
0301001;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301002;"Refrigerante em lata";2021-06-01;2023-08-31
0301002;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301003;"Cápsula de refrigerante";2021-06-01;2021-06-01
0301100;"Demais refrigerantes, exceto os classificados no CEST 03.010.00, 03.010.01, 03.010.02, 03.010.03 e 03.011.01";2021-06-01;2021-06-30
0301100;"Demais refrigerantes, exceto os classificados no CEST 03.010.00 e 03.011.01";2018-01-01;2021-05-31
0301100;"Demais refrigerantes, exceto os classificados no CEST 03.010.00, 03.010.01, 03.010.02 e 03.011.01";2021-07-01;2023-08-31
0301100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301101;"Espumantes sem álcool";2018-01-01;2023-08-31
0301101;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301200;"Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina “pré-mix” ou “post-mix”";2018-01-01;2021-05-31
0301200;"Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina “pré-mix” ou “post-mix”, exceto o classificado no CEST 03.012.01";2021-06-01;2023-08-31
0301200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301201;"Cápsula de refrigerante";2021-06-01;2023-08-31
0301201;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301300;"Bebidas energéticas em embalagem com capacidade inferior a 600ml";2018-01-01;2021-05-31
0301300;"Bebidas energéticas em lata";2021-06-01;2023-08-31
0301300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301301;"Bebidas energéticas em embalagem PET";2021-06-01;2023-08-31
0301301;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301302;"Bebidas energéticas em vidro";2021-06-01;2023-08-31
0301302;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301400;"Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml";2018-01-01;2021-05-31
0301500;"Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml";2018-01-01;2020-11-30
0301500;"Bebidas hidroeletrolíticas em embalagem com capacidade inferior a 600ml";2020-12-01;2021-05-31
0301500;"Bebidas hidroeletrolíticas";2021-06-01;2023-08-31
0301500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0301600;"Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml";2018-01-01;2020-11-30
0301600;"Bebidas hidroeletrolíticas em embalagem com capacidade igual ou superior a 600ml";2020-12-01;2021-05-31
0302100;"Cerveja";2018-01-01;2021-05-31
0302100;"Cerveja em garrafa de vidro retornável";2021-06-01;2023-08-31
0302100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302101;"Cerveja em garrafa de vidro descartável";2021-06-01;2023-08-31
0302101;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302102;"Cerveja em garrafa de alumínio";2021-06-01;2023-08-31
0302102;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302103;"Cerveja em lata";2021-06-01;2023-08-31
0302103;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302104;"Cerveja em barril";2021-06-01;2023-08-31
0302104;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302105;"Cerveja em embalagem PET";2021-06-01;2023-08-31
0302105;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302106;"Cerveja em outras embalagens";2021-06-01;2023-08-31
0302106;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302200;"Cerveja sem álcool";2018-01-01;2021-05-31
0302200;"Cerveja sem álcool em garrafa de vidro retornável";2021-06-01;2023-08-31
0302200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302201;"Cerveja sem álcool em garrafa de vidro descartável";2021-06-01;2023-08-31
0302201;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302202;"Cerveja sem álcool em garrafa de alumínio";2021-06-01;2023-08-31
0302202;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302203;"Cerveja sem álcool em lata";2021-06-01;2023-08-31
0302203;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302204;"Cerveja sem álcool em barril";2021-06-01;2023-08-31
0302204;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302205;"Cerveja sem álcool em embalagem PET";2021-06-01;2023-08-31
0302205;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302206;"Cerveja sem álcool em outras embalagens";2021-06-01;2023-08-31
0302206;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302300;"Chope";2018-01-01;2023-08-31
0302300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302400;"Água mineral em embalagens retornáveis com capacidade igual ou superior a 10 (dez) e inferior a 20 (vinte) litros";2018-04-01;2023-08-31
0302400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0302500;"Água mineral em embalagens retornáveis com capacidade igual ou superior a 20 (vinte) litros";2018-04-01;2023-08-31
0302500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0400100;"Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos";2018-01-01;2023-08-31
0400100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0400200;"Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção";2018-01-01;2023-08-31
0400200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0500100;"Cimento";2018-01-01;2023-08-31
0500100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0600100;"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Com um teor de água igual ou inferior a 1 % vol (álcool etílico anidro combustível)";2018-01-01;2023-08-31
0600100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0600101;"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Outros (álcool etílico hidratado combustível)";2018-01-01;2023-08-31
0600101;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0600200;"Gasolina automotiva A, exceto Premium";2018-01-01;2023-08-31
0600200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
0600201;"Gasolina automotiva C, exceto Premium";2018-01-01;2023-08-31
0600201;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
